"Player","Team","Position","Rk","Status","Opponent","Salary","Score","% Owned","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"Delon Wright","DAL","PG,SG,G,Flx","155","FA","","1.00","49.63","64%","-6.6%","22","21.2","2.8","5.9",".481","1.3","1.5",".824","0.6","3.4","3.4","1.1","0.3","0.7","7.5"
"Dillon Brooks","MEM","SG,G,SF,F,Flx","156","Nate","","1.00","63.28","63%","-4.5%","23","27.5","4.8","12.2",".396","1.9","2.4",".800","1.7","3.5","2.0","1.1","0.3","1.2","13.3"
"Isaiah Thomas","WAS","PG,G,Flx","157","FA","@CHA Tue 7:00PM","1.00","45.28","62%","-6.2%","17","24.9","4.8","10.8",".446","0.9","1.2",".800","2.0","1.8","5.1","0.5","0.2","2.2","12.6"
"Enes Kanter","BOS","C,Flx","158","FA","","3.00","33.86","62%","-3.3%","15","16.0","2.9","4.9",".589","1.6","2.5",".649","0.0","5.8","1.1","0.6","0.4","0.8","7.3"
"Derrick White","SA","PG,SG,G,Flx","159","FA","","2.00","49.19","61%","-3.8%","21","23.9","3.4","7.5",".452","2.0","2.5",".788","1.0","2.3","2.9","0.4","0.7","1.2","9.7"
"Danny Green","LAL","SG,G,SF,F,Flx","160","FA","","1.00","52.82","60%","-2.6%","24","25.3","3.0","6.8",".433","0.3","0.5",".727","2.0","3.8","1.2","1.3","0.5","1.0","8.2"
"Jordan Clarkson","CLE","PG,SG,G,Flx","161","FA","","1.00","59.28","60%","-3.8%","23","22.2","4.5","10.9",".416","2.9","3.3",".893","1.8","2.2","2.4","0.5","0.3","1.4","13.7"
"Jarrett Culver","MIN","PG,SG,G,SF,F,Flx","162","Tim","","14.00","52.93","60%","-1.7%","23","23.6","3.6","9.4",".384","1.0","2.2",".451","1.0","3.4","2.3","0.9","0.5","1.3","9.2"
"Nerlens Noel","OKC","PF,F,C,Flx","163","Levine","","1.00","56.49","59%","-1.8%","22","18.6","3.0","4.6",".647","1.5","2.0",".791","0.0","5.0","1.5","1.0","1.6","1.0","7.5"
"Elfrid Payton","NY","PG,G,Flx","164","Nate","@POR Tue 10:00PM","1.00","17.08","59%","-0.4%","6","21.7","2.7","6.8",".390","1.2","1.3",".875","1.0","2.8","4.0","2.2","0.2","2.0","7.5"
"Kelly Olynyk","MIA","PF,F,C,Flx","165","tRB","ATL Tue 8:00PM","5.00","57.81","56%","-4.2%","23","23.4","3.0","6.6",".464","1.3","1.4",".879","1.7","4.9","1.3","1.0","0.4","1.4","9.0"
"JaVale McGee","LAL","C,Flx","166","FA","","1.00","50.99","56%","-3.7%","24","16.5","3.3","5.3",".619","0.7","1.1",".654","0.0","6.1","0.6","0.6","1.2","0.8","7.2"
"Glenn Robinson III","GS","SG,G,SF,F,Flx","167","FA","","1.00","61","56%","-3.8%","25","32.1","4.6","10.1",".455","1.1","1.3",".844","1.2","4.7","1.7","1.0","0.3","0.9","11.5"
"Darius Garland","CLE","PG,G,Flx","168","D","","18.00","50.59","56%","-1.8%","23","28.2","4.1","11.0",".375","1.0","1.2",".852","1.6","1.8","2.8","0.7","0.0","2.5","10.9"
"Kevon Looney","GS","PF,F,C,Flx","169","FA","","1.00","6.76","56%","-6.1%","5","11.1","1.2","3.6",".333","0.4","0.8",".500","0.2","3.6","0.4","0.2","0.4","0.8","3.0"
"Jusuf Nurkic","POR","C,Flx","170","BoM","NY Tue 10:00PM","5.00","0","55%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivica Zubac","LAC","C,Flx","171","Nate","","1.00","56.51","55%","-3.3%","25","16.8","3.2","5.4",".588","2.0","2.4",".836","0.0","6.6","0.9","0.2","1.1","0.9","8.4"
"Kris Dunn","CHI","PG,SG,G,Flx","172","FA","","1.00","52.31","55%","-2%","25","21.7","2.9","6.8",".421","0.5","0.7",".722","0.4","3.2","2.9","1.9","0.3","1.0","6.7"
"Dwight Powell","DAL","PF,F,C,Flx","173","GOLD","","1.00","43.18","55%","-3.1%","20","25.3","3.4","4.9",".684","1.1","2.0",".561","0.3","4.7","1.3","0.8","0.4","0.9","8.2"
"Thaddeus Young","CHI","SF,PF,F,Flx","174","FA","","3.00","52.17","52%","-2%","24","21.2","3.5","8.5",".409","0.7","1.3",".567","1.1","4.2","1.5","0.9","0.3","1.6","8.8"
"Rajon Rondo","LAL","PG,G,Flx","175","FA","","1.00","33.92","52%","-2.5%","13","20.9","3.2","7.0",".462","0.6","0.8",".727","1.5","3.5","5.8","1.1","0.1","1.8","8.5"
"Cedi Osman","CLE","SF,PF,F,Flx","176","FA","","1.00","53.73","51%","-4.7%","23","29.2","3.4","8.1",".422","0.9","1.4",".656","1.6","3.4","2.0","1.1","0.3","1.3","9.3"
"Mikal Bridges","PHO","SG,G,SF,F,Flx","177","GOLD","","2.00","49.05","51%","-2.2%","23","21.1","2.7","5.3",".500","1.4","1.8",".786","0.5","3.7","1.1","1.4","0.3","0.8","7.3"
"Kent Bazemore","POR","SG,G,SF,F,Flx","178","FA","NY Tue 10:00PM","1.00","56.27","50%","+0.4%","24","23.0","2.6","7.5",".344","1.4","1.8",".791","1.3","4.3","1.7","0.9","0.8","1.4","7.9"
"Klay Thompson","GS","SG,G,SF,F,Flx","179","D","","15.00","0","50%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jerami Grant","DEN","SF,PF,F,Flx","180","FA","@PHI Tue 8:00PM","1.00","44.65","49%","-2.3%","21","22.1","3.5","7.8",".454","1.2","2.0",".595","1.2","3.5","1.0","0.3","0.6","0.9","9.5"
"Jakob Poeltl","SA","C,Flx","181","GREEK","","1.00","51.78","49%","-2.6%","23","18.9","2.6","4.4",".594","0.8","1.5",".559","0.0","6.0","1.5","0.6","1.3","0.9","6.0"
"D.J. Augustin","ORL","PG,G,Flx","182","FA","","1.00","55.01","48%","-1.3%","23","25.6","3.2","8.5",".379","2.3","2.6",".881","1.0","2.4","4.7","0.8","0.0","1.4","9.7"
"Zach Collins","POR","PF,F,C,Flx","183","FA","NY Tue 10:00PM","1.00","9.25","47%","-0.8%","3","28.8","3.0","6.3",".474","2.0","2.0","1.000","1.0","4.0","2.0","0.0","0.7","2.0","9.0"
"Kevin Durant","BKN","SF,PF,F,Flx","184","D","","26.00","0","46%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Len","ATL","PF,F,C,Flx","185","FA","@MIA Tue 8:00PM","2.00","47.15","46%","-0.6%","22","16.8","3.0","5.9",".508","1.4","2.0",".698","0.2","4.7","0.9","0.5","0.8","1.0","7.6"
"Bobby Portis","NY","PF,F,C,Flx","186","FA","@POR Tue 10:00PM","1.00","50.11","46%","-3%","23","21.8","3.4","8.6",".399","0.8","1.1",".720","1.0","5.7","1.1","0.7","0.3","0.9","8.7"
"Dennis Smith Jr.","NY","PG,SG,G,Flx","187","FA","@POR Tue 10:00PM","13.00","26.56","45%","-2.4%","16","17.5","2.0","6.3",".320","0.9","1.6",".560","0.6","1.8","2.9","0.4","0.3","1.6","5.4"
"Jaxson Hayes","NO","PF,F,C,Flx","188","Nate","","3.00","52.26","45%","-3.9%","21","21.1","3.4","5.6",".610","2.2","3.3",".657","0.0","4.6","0.7","0.8","1.1","0.9","9.0"
"DeMarcus Cousins","LAL","PF,F,C,Flx","189","tRB","","1.00","0","45%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Kaminsky","PHO","PF,F,C,Flx","190","FA","","1.00","58.19","44%","-6.1%","23","23.5","3.7","8.7",".427","2.0","2.9",".672","1.1","5.3","2.2","0.4","0.4","1.0","10.5"
"Eric Gordon","HOU","SG,G,SF,F,Flx","191","FA","","1.00","20.6","44%","-0.5%","9","29.4","3.8","12.2",".309","1.0","1.6",".643","2.3","1.9","0.8","0.6","0.2","1.3","10.9"
"Garrett Temple","BKN","SG,G,SF,F,Flx","192","FA","","1.00","58.43","43%","-2.7%","23","27.8","3.6","8.7",".415","0.8","1.1",".760","2.2","3.2","2.3","1.0","0.6","1.1","10.3"
"Cam Reddish","ATL","PG,SG,G,SF,PF,F,Flx","193","tRB","@MIA Tue 8:00PM","1.00","43.48","42%","-1.5%","20","24.8","2.8","8.8",".318","1.4","1.9",".757","0.9","3.6","1.6","0.9","0.3","1.8","8.0"
"Bryn Forbes","SA","PG,SG,G,Flx","194","MARCO","","1.00","54.68","42%","-2.7%","23","26.9","4.6","10.9",".418","1.3","1.6",".838","2.4","2.5","2.0","0.5","0.0","0.7","12.9"
"Mohamed Bamba","ORL","C,Flx","195","GREEK","","1.00","38.24","42%","-3.7%","21","15.4","2.1","5.2",".413","0.2","0.5",".500","0.7","5.1","0.4","0.3","1.4","1.2","5.2"
"Michael Porter Jr.","DEN","SF,F,Flx","196","FA","@PHI Tue 8:00PM","6.00","12.72","41%","-0.6%","12","8.6","1.8","3.8",".467","0.4","0.7",".625","0.4","2.4","0.4","0.0","0.3","0.7","4.3"
"Kevin Knox","NY","SF,PF,F,Flx","197","FA","@POR Tue 10:00PM","8.00","43.01","41%","-1.3%","22","19.9","2.5","6.8",".376","1.4","2.1",".660","1.4","2.9","1.2","0.5","0.3","0.7","7.9"
"Ben McLemore","HOU","SG,G,Flx","198","FA","","1.00","50.69","40%","-1.1%","23","22.4","3.3","8.2",".402","1.1","1.3",".862","2.4","2.4","1.0","0.7","0.3","0.8","10.1"
"Reggie Jackson","DET","PG,SG,G,Flx","199","FA","","1.00","4.13","39%","-0.6%","2","17.9","2.0","5.5",".364","0.5","0.5","1.000","0.5","2.5","4.0","0.0","0.0","0.5","5.0"
"Ish Smith","WAS","PG,G,Flx","200","FA","@CHA Tue 7:00PM","1.00","48.01","39%","-2.3%","22","24.7","3.8","8.5",".449","0.5","0.8",".667","0.9","3.0","4.3","0.7","0.3","1.2","9.1"
"John Wall","WAS","PG,G,Flx","201","D","@CHA Tue 7:00PM","13.00","0","37%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malik Monk","CHA","PG,SG,G,Flx","202","FA","WAS Tue 7:00PM","2.00","49.68","37%","-1.8%","25","20.7","3.6","8.1",".441","1.2","1.4",".833","1.0","2.6","2.2","0.4","0.2","1.4","9.3"
"Nicolas Batum","CHA","SG,G,SF,F,Flx","203","FA","WAS Tue 7:00PM","1.00","24.06","36%","-2.1%","13","22.6","1.2","3.4",".364","0.4","0.4","1.000","0.7","4.4","3.2","0.8","0.5","1.5","3.5"
"Matisse Thybulle","PHI","SG,G,SF,F,Flx","204","BoM","DEN Tue 8:00PM","1.00","41.13","36%","-1.4%","23","16.7","1.6","3.7",".429","0.7","0.9",".750","1.0","1.0","1.3","1.5","0.7","1.0","4.7"
"Dewayne Dedmon","SAC","C,Flx","205","FA","","2.00","32.13","35%","-1.4%","21","14.5","2.0","4.9",".408","0.5","0.6",".846","0.5","4.0","0.4","0.4","0.5","1.5","5.0"
"Duncan Robinson","MIA","SG,G,SF,PF,F,Flx","206","Tim","ATL Tue 8:00PM","1.00","52.75","35%","-4%","23","26.0","3.7","8.0",".459","0.7","0.7",".938","2.8","3.0","0.7","0.8","0.3","0.7","10.9"
"Maxi Kleber","DAL","PF,F,C,Flx","207","FA","","1.00","50.37","34%","-3.7%","22","24.3","2.7","6.4",".421","1.3","1.4",".903","1.4","5.7","1.0","0.2","0.6","0.7","8.0"
"Landry Shamet","LAC","PG,G,Flx","208","GOLD","","1.00","20.64","34%","-0.4%","10","29.4","3.0","7.7",".390","1.0","1.0","1.000","2.1","1.5","1.7","0.4","0.1","1.2","9.1"
"Kyle Anderson","MEM","SG,G,SF,PF,F,Flx","209","FA","","1.00","36.65","34%","-0.8%","17","20.5","2.8","5.5",".505","0.9","1.6",".571","0.2","4.4","2.6","0.7","0.7","0.9","6.7"
"Langston Galloway","DET","PG,SG,G,Flx","210","FA","","1.00","59.04","34%","-2.6%","24","27.6","4.0","8.9",".451","1.9","2.1",".900","2.5","2.1","1.5","0.6","0.3","0.8","12.4"
"Anfernee Simons","POR","PG,SG,G,Flx","211","TM2","NY Tue 10:00PM","1.00","46.9","34%","-1.1%","24","21.4","3.7","8.8",".420","1.2","1.6",".744","1.4","1.9","1.5","0.5","0.1","1.0","10.0"
"Nickeil Alexander-Walker","NO","SG,G,Flx","212","FA","","1.00","31.08","34%","-0.6%","20","14.0","2.3","7.0",".326","0.6","0.8",".688","1.2","2.3","1.9","0.3","0.1","1.1","6.3"
"Troy Brown","WAS","SG,G,SF,F,Flx","213","Twats","@CHA Tue 7:00PM","1.00","41.98","33%","-0.7%","19","21.8","3.2","6.8",".465","0.8","1.1",".714","0.5","5.1","2.1","1.3","0.2","0.9","7.6"
"Tyus Jones","MEM","PG,G,Flx","214","FA","","1.00","41.41","33%","-9.6%","23","20.4","2.5","6.5",".383","0.8","1.1",".720","0.3","1.5","4.9","0.9","0.1","1.3","6.1"
"DeAnthony Melton","MEM","PG,SG,G,Flx","215","FA","","1.00","24.97","33%","-6.3%","12","14.3","2.0","4.9",".407","1.2","1.3",".875","0.4","3.0","2.8","1.3","0.2","1.4","5.6"
"Josh Okogie","MIN","SG,G,Flx","216","FA","","1.00","51.85","33%","-0.9%","21","24.9","2.8","6.4",".440","2.6","3.3",".786","0.8","5.0","1.6","1.0","0.3","1.5","9.0"
"DeAndre Bembry","ATL","SG,G,SF,F,Flx","217","FA","@MIA Tue 8:00PM","1.00","53.36","33%","-4.6%","23","25.6","3.1","6.3",".490","0.8","1.6",".486","0.4","4.6","2.7","1.4","0.5","1.5","7.3"
"Mason Plumlee","DEN","PF,F,C,Flx","218","FA","@PHI Tue 8:00PM","1.00","49.77","30%","-2.5%","21","16.7","2.8","4.8",".590","1.3","2.4",".529","0.0","5.8","2.3","0.7","0.8","1.5","6.9"
"Rodney Hood","POR","SG,G,SF,F,Flx","219","FA","NY Tue 10:00PM","1.00","48.98","29%","-15.2%","21","29.5","4.1","8.2",".506","1.0","1.3",".778","1.7","3.4","1.5","0.8","0.2","0.9","11.0"
"Daniel Theis","BOS","PF,F,C,Flx","220","FA","","1.00","47.86","29%","-2%","19","21.5","2.7","5.2",".520","1.1","1.6",".677","0.3","6.4","1.4","0.5","1.6","0.9","6.7"
"Robert Williams","BOS","PF,F,C,Flx","221","Levine","","1.00","33.68","29%","-0.5%","19","14.1","1.7","2.6",".673","0.4","0.7",".571","0.0","4.6","1.1","0.9","1.1","0.8","3.9"
"JaMychal Green","LAC","PF,F,C,Flx","222","FA","","1.00","46.25","29%","-2.5%","22","21.3","2.5","6.0",".414","0.8","1.0",".857","1.5","6.6","0.5","0.6","0.3","0.9","7.4"
"Goga Bitadze","IND","C,Flx","223","D","","1.00","26.76","29%","-0.7%","18","12.1","1.4","3.2",".456","0.8","1.1",".737","0.2","2.9","0.8","0.1","1.1","0.6","3.9"
"Donte DiVincenzo","MIL","SG,G,Flx","224","D","","1.00","49.82","29%","-2.9%","21","21.0","3.3","7.6",".431","1.0","1.2",".769","1.3","4.2","1.5","1.5","0.1","1.1","8.9"
"Justin Holiday","IND","SG,G,SF,F,Flx","225","FA","","1.00","53.47","28%","-4.4%","24","25.1","2.6","6.4",".412","0.8","1.0",".826","1.6","3.8","1.6","1.0","0.7","0.6","7.6"
"Markieff Morris","DET","PF,F,C,Flx","226","FA","","1.00","52.91","28%","-1.4%","23","22.1","3.7","8.1",".462","1.1","1.5",".765","1.5","3.9","1.5","0.7","0.2","1.7","10.1"
"Bruce Brown Jr.","DET","SG,G,Flx","227","FA","","1.00","54.13","28%","-3.5%","24","26.4","3.0","7.0",".425","0.9","1.6",".564","0.5","4.3","3.6","0.9","0.5","1.8","7.4"
"Damian Jones","ATL","C,Flx","228","FA","@MIA Tue 8:00PM","1.00","46.25","28%","-1.7%","22","19.0","3.1","4.5",".704","1.3","2.0",".674","0.1","4.1","0.8","0.5","0.9","0.7","7.7"
"George Hill","MIL","PG,SG,G,Flx","229","FA","","1.00","50.91","27%","-1.9%","22","21.1","3.3","6.0",".541","1.4","1.7",".838","1.5","2.9","3.1","0.8","0.1","0.8","9.5"
"Lonnie Walker IV","SA","SG,G,Flx","230","FA","","1.00","14.84","26%","-3.1%","16","8.0","1.7","3.9",".435","0.3","0.8",".385","0.4","1.3","0.5","0.3","0.1","0.4","4.1"
"Jahlil Okafor","NO","C,Flx","231","FA","","1.00","38.22","26%","-1.6%","15","18.3","3.7","5.8",".632","1.8","2.6",".692","0.1","4.7","1.4","0.3","1.0","1.7","9.2"
"Marvin Williams","CHA","SF,PF,F,Flx","232","FA","WAS Tue 7:00PM","1.00","47.42","26%","-0.9%","24","20.3","2.6","5.3",".496","1.1","1.3",".900","1.3","2.8","1.0","0.7","0.4","0.7","7.6"
"Rondae Hollis-Jefferson","TOR","SF,PF,F,Flx","233","FA","","1.00","38.65","25%","-4.3%","16","20.7","3.6","6.5",".548","1.7","2.3",".730","0.1","5.4","1.4","0.8","0.4","1.3","8.9"
"Cameron Johnson","PHO","SG,G,SF,F,Flx","234","Nate","","1.00","42.85","25%","-1.1%","21","20.0","3.2","7.3",".438","0.8","0.8",".941","2.0","3.0","0.9","0.6","0.3","0.7","9.1"
"Frank Ntilikina","NY","PG,SG,G,Flx","235","Twats","@POR Tue 10:00PM","1.00","43.42","25%","-4%","21","25.6","2.4","6.3",".383","0.6","0.8",".765","0.9","2.1","3.4","1.3","0.5","1.1","6.4"
"Seth Curry","DAL","PG,SG,G,Flx","236","FA","","1.00","40.52","24%","-1.1%","21","21.2","2.7","6.2",".431","1.4","1.5",".935","1.5","1.9","1.6","0.6","0.2","0.8","8.2"
"Ky Bowman","GS","PG,G,Flx","237","tRB","","1.00","51.62","24%","-5.6%","25","23.2","3.5","7.7",".453","0.8","0.8",".950","1.1","2.8","2.8","0.9","0.1","1.2","8.8"
"Bruno Fernando","ATL","C,Flx","238","FA","@MIA Tue 8:00PM","1.00","29.46","24%","-0.4%","23","12.0","1.7","3.2",".548","0.6","1.0",".591","0.2","2.9","1.0","0.2","0.4","0.9","4.2"
"Aaron Holiday","IND","PG,G,Flx","239","FA","","1.00","44.63","24%","-2.7%","22","21.0","3.3","8.5",".390","0.6","0.6",".929","1.5","2.5","2.8","0.8","0.1","1.4","8.7"
"Christian Wood","DET","PF,F,C,Flx","240","FA","","1.00","48.95","24%","-1.8%","22","15.0","3.3","5.3",".624","1.6","2.5",".655","0.7","4.5","0.5","0.3","0.9","1.0","9.0"
"Patty Mills","SA","PG,G,Flx","241","FA","","1.00","54.09","23%","-1.7%","23","23.4","3.9","8.5",".459","1.3","1.6",".784","2.0","1.4","2.3","0.9","0.2","1.0","11.1"
"Bol Bol","DEN","C,Flx","242","FA","@PHI Tue 8:00PM","1.00","0","23%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marquese Chriss","GS","PF,F,C,Flx","243","Nate","","1.00","54.7","23%","-8.8%","24","17.7","2.5","5.4",".473","1.8","2.1",".860","0.2","4.7","1.9","0.7","0.9","1.5","7.0"
"Al-Farouq Aminu","ORL","SF,PF,F,Flx","244","FA","","1.00","34.66","23%","-0.9%","18","21.1","1.4","4.8",".291","1.1","1.6",".655","0.5","4.8","1.2","1.0","0.4","0.9","4.3"
"Trevor Ariza","SAC","SG,G,SF,F,Flx","245","FA","","1.00","28.52","23%","-0.2%","16","22.2","1.8","4.9",".359","0.6","0.8",".750","1.3","3.8","1.2","1.0","0.2","0.8","5.4"
"Carsen Edwards","BOS","PG,G,Flx","246","FA","","1.00","21.84","23%","-0.5%","20","11.4","1.3","4.1",".317","0.6","0.7",".846","0.8","1.8","0.8","0.3","0.1","0.6","4.0"
"Wesley Matthews","MIL","SG,G,SF,F,Flx","247","FA","","1.00","44.71","23%","-0.8%","24","24.1","2.8","6.3",".441","1.0","1.1",".852","1.7","2.3","1.5","0.5","0.1","0.8","8.2"
"Kentavious Caldwell-Pope","LAL","PG,SG,G,SF,F,Flx","248","FA","","1.00","44.19","22%","-0.8%","24","24.0","3.0","6.7",".450","0.8","1.0",".833","1.1","2.1","1.8","0.8","0.2","0.8","8.0"
"Dwayne Bacon","CHA","SG,G,Flx","249","FA","WAS Tue 7:00PM","1.00","32.53","22%","-0.8%","19","19.7","2.6","8.1",".320","1.1","1.5",".690","0.5","2.6","1.3","0.8","0.1","1.0","6.7"
"Kevin Porter Jr.","CLE","SG,G,SF,F,Flx","250","FA","","1.00","41.57","22%","-0.4%","22","20.9","2.7","6.5",".413","1.0","1.4",".733","0.6","3.2","1.9","0.9","0.2","1.6","7.0"
"Monte Morris","DEN","PG,G,Flx","251","FA","@PHI Tue 8:00PM","1.00","37.95","22%","-0.9%","21","17.2","2.8","6.5",".431","1.0","1.4",".733","0.5","1.7","3.4","0.5","0.2","0.7","7.2"
"Harry Giles","SAC","PF,F,C,Flx","252","FA","","1.00","7.88","21%","-0.6%","7","7.4","1.6","3.6",".440","0.3","0.3","1.000","0.0","1.0","0.7","0.3","0.4","0.7","3.4"
"Omari Spellman","GS","PF,F,C,Flx","253","FA","","1.00","54.5","21%","-3.2%","24","18.2","2.8","6.3",".441","1.5","1.8",".837","0.8","5.5","1.0","0.7","0.7","1.4","7.9"
"Kenrich Williams","NO","SF,PF,F,Flx","254","FA","","1.00","44.4","20%","-3%","22","25.2","2.0","4.9",".411","0.4","1.0",".409","1.0","5.9","1.7","0.9","0.7","0.8","5.4"
"Jalen Brunson","DAL","PG,G,Flx","255","FA","","1.00","39.67","20%","-1%","23","15.7","3.0","6.0",".496","1.0","1.3",".710","0.6","2.3","2.6","0.5","0.0","0.9","7.5"
"Dorian Finney-Smith","DAL","SF,PF,F,Flx","256","FA","","1.00","49.99","20%","-2.4%","23","26.9","3.2","6.7",".471","1.0","1.5",".706","1.2","5.0","1.1","0.6","0.4","1.0","8.6"
"Royce ONeale","UTA","SF,PF,F,Flx","257","FA","","1.00","46.16","20%","-0.6%","24","28.3","2.0","4.4",".467","0.5","0.6",".857","1.2","4.6","2.6","0.8","0.3","0.9","5.8"
